,ticker,figi,type,name
1399,BRO,BBG000BWSGF4,shares,Brown & Brown
1400,RASP,BBG004S68696,shares,Распадская
1401,788,BBG00LD1QR26,shares,China Tower Corporation
1402,DAVA,BBG00LBLBBJ7,shares,Endava АДР
1403,PBA,BBG001732GF9,shares,Pembina Pipeline Corporation
1404,MPW,BBG000BGRB25,shares,Medical Properties REIT
1405,MGM,BBG000C2BXK4,shares,MGM Resorts International
1406,RIOT,BBG000BQ4512,shares,Riot Platforms
1407,VEEV,BBG001CGB489,shares,Veeva Systems Inc
1408,NCR,BBG000BMXK89,shares,NCR Corp
1409,IBKR,BBG000LV0836,shares,Interactive Brokers Group Inc
1410,CNK,BBG000QDVR53,shares,Cinemark Holdings Inc
1411,2196,BBG001XVDW70,shares,Shanghai Fosun Pharmaceutical
1412,BLUE,BBG000QGWY50,shares,Bluebird Bio Inc
1413,AFG,BBG000DPKKK0,shares,American Financial Group
1414,MMM,BBG000BP52R2,shares,3M Company
1415,KEP,BBG000BCWG90,shares,Korea Electric Power
1416,SMTC,BBG000DBKR53,shares,Semtech Corp
1417,HQY,BBG000TYXCT9,shares,HealthEquity Inc
1418,EWBC,BBG000CR20B1,shares,East West Ban
1419,NVTK,BBG00475KKY8,shares,НОВАТЭК
1420,GATX,BBG000BKGXQ4,shares,GATX Corporation
1421,EXLS,BBG000NS3P30,shares,ExlService Holdings Inc
1422,HCC,BBG00GD1JMV4,shares,Warrior Met Coal
1423,BBIO,BBG00P9KDZK6,shares,Bridgebio Pharma
1424,BYSI,BBG00F9YLST6,shares,BeyondSpring
1425,SHAK,BBG0063GCHH8,shares,Shake Shack Inc
1426,SON,BBG000D7HF89,shares,Sonoco Products Co
1427,ICPT,BBG001J1QN87,shares,Intercept Pharmaceuticals Inc
1428,STE,BBG00MRHG523,shares,STERIS
1429,AMWD,BBG000BBX657,shares,American Woodmark Corp
1430,YELP,BBG000Q2HM09,shares,Yelp Inc
1431,ENB,BBG000K5M1S8,shares,Enbridge
1432,JKHY,BBG000BMH2Q7,shares,Jack Henry & Associates Inc
1433,UPST,BBG00PKCBY53,shares,Upstart Holdings
1434,ORCL,BBG000BQLTW7,shares,Oracle
1435,VZ,BBG000HS77T5,shares,Verizon Communications
1436,SGEN,BBG000BH0FR6,shares,Seagen Inc.
1437,MORN,BBG000CGQ4F7,shares,Morningstar
1438,APPS,BBG000HZ3562,shares,Digital Turbine Inc
1439,UNKL,BBG002YFXL29,shares,ЮУНК
1440,VVV,BBG003DNHV56,shares,Valvoline
1441,ALXO,BBG00VR8SDG8,shares,ALX Oncology Holdings Inc
1442,6969,BBG00VSF90M3,shares,Smoore International
1443,KRG,BBG000BC2KW8,shares,Kite Realty Group REIT
1444,NKNC,BBG000GQSRR5,shares,Нижнекамскнефтехим
1445,KNSL,BBG00D8JD9Z9,shares,Kinsale Capital Group
1446,VLTO,BBG019Q32XJ9,shares,Veralto Corporation
1447,SRPT,BBG000BCJ161,shares,Sarepta Therapeutics Inc
1448,NTES,BBG000BX72V8,shares,NetEase Inc
1449,PTON,BBG00JG0FFZ2,shares,Peloton Interactive Inc
1450,AQUA,BBG000W325F7,shares,ИНАРКТИКА
1451,MGPI,BBG000BXK6C5,shares,MGP Ingredients
1452,BEN,BBG000BD0TF8,shares,Franklin Resources
1453,FLO,BBG000BB4D72,shares,"Flowers Foods, Inc."
1454,AX,BBG000QPHD08,shares,Axos Financial Inc
1455,GNTX,BBG000BKJ092,shares,Gentex Corporation
1456,LVS,BBG000JWD753,shares,Las Vegas Sands Corp
1457,BGNE,BBG00B6WF7T5,shares,BeiGene АДР
1458,SHW,BBG000BSXQV7,shares,Sherwin-Williams
1459,ICUI,BBG000CQV2N4,shares,ICU Medical Inc
1460,U,BBG0056JW5G6,shares,Unity Software
1461,VRSB,BBG000BX7DH0,shares,ТНС энерго Воронеж
1462,JACK,BBG000GZYVY1,shares,Jack in the Box
1463,1055,BBG000BY1DP5,shares,China Southern Airlines
1464,MDU,BBG000BNX3R4,shares,"MDU Resources Group, Inc."
1465,BIIB,BBG000C17X76,shares,Biogen
1466,WWW,BBG000BX2YN2,shares,Wolverine World Wide Inc
1467,CFG,BBG006Q0HY77,shares,Citizens Financial Group
1468,BYND,BBG003CVJP50,shares,Beyond Meat Inc
1469,INGR,BBG000BXPZB7,shares,Ingredion Inc
1470,COO,BBG000BG3445,shares,The Cooper Companies
1471,VTNR,BBG000BGGXH3,shares,"Vertex Energy, Inc."
1472,FICO,BBG000DW76Y6,shares,Fair Isaac Corp
1473,WEX,BBG000BVZP59,shares,WEX Inc
1474,MSEX,BBG000BPGQ60,shares,Middlesex Water Company
1475,SGZH,BBG0100R9963,shares,Сегежа
1476,PUMP,BBG00FYCQ352,shares,ProPetro Holding Corp
1477,EHTH,BBG000P5JQX6,shares,eHealth Inc
1478,PM,BBG000J2XL74,shares,Philip Morris
1479,1066,BBG000LFJVD9,shares,Shandong Weigao Group Medical Polymer
1480,WAB,BBG000BDD940,shares,Wabtec Corp.
1481,BKI,BBG00GX77LW3,shares,Black Knight Inc
1482,TXN,BBG000BVV7G1,shares,Texas Instruments
1483,CLOV,BBG00SHY90J5,shares,"Clover Health Investments, Corp."
1484,NKLA,BBG00L4CWQ45,shares,Nikola
1485,MLM,BBG000BGYMH7,shares,Martin Marietta Materials
1486,GDDY,BBG006MDLY05,shares,GoDaddy Inc
1487,PRI,BBG000T8ZF80,shares,Primerica
1488,CHRS,BBG0063N8V69,shares,Coherus BioSciences
1489,AMN,BBG000BCT197,shares,AMN Healthcare Services Inc
1490,CRSR,BBG00HMSHL83,shares,Corsair Gaming Inc
1491,HSIC,BBG000BNMMJ3,shares,Henry Schein
1492,168,BBG000BHWDF9,shares,Tsingtao Brewery
1493,ES,BBG000BQ87N0,shares,Eversource Energy
1494,MANH,BBG000BFV758,shares,Manhattan Associates Inc
1495,1024,BBG00YYT9BD6,shares,Kuaishou Technology
1496,YNDX@US,TCS609805522,shares,Яндекс
1497,PEN,BBG001BP92V1,shares,Penumbra Inc
1498,RF,BBG000Q3JN03,shares,Regions Financial
1499,OHI,BBG000BGBTC2,shares,Omega Healthcare Investors REIT
1500,GBX,BBG000CF5097,shares,Greenbrier Cos Inc
1501,IFF,BBG000BLSL58,shares,International Flavors & Fragrances
1502,SPCE,BBG00HTN2CQ3,shares,Virgin Galactic Holdings Inc Class A
1503,939,BBG000NW2S18,shares,China Construction Bank
1504,HCAT,BBG00LDPZMS6,shares,Health Catalyst
1505,MSA,BBG000BPDXF8,shares,MSA Safety
1506,CTRA,BBG000C3GN47,shares,Coterra Energy
1507,CWEN,BBG008LJ4TF3,shares,Clearway Energy
1508,BPMC,BBG001MC8YF7,shares,Blueprint Medicines Corp
1509,BLD,BBG0077VS2C0,shares,TopBuild Corp
1510,PRU,BBG000HCJMF9,shares,Prudential Financial
1511,HEI,BBG000BL16Q7,shares,HEICO
1512,LSNGP,BBG000NLCCM3,shares,Ленэнерго - акции привилегированные
1513,VRTS,BBG000DMFQS2,shares,Virtus Investment Partners
1514,LITE,BBG0073F9RT7,shares,Lumentum Holdings Inc
1515,EYE,BBG00HVQF9K2,shares,National Vision Holdings Inc
1516,NSC,BBG000BQ5DS5,shares,Norfolk Southern
1517,PSTG,BBG00212PVZ5,shares,Pure Storage Inc
1518,KR,BBG000BMY992,shares,Kroger
1519,DOCN,BBG00ZGF6SS3,shares,DigitalOcean Holdings
1520,URI,BBG000BXMFC3,shares,United Rentals
1521,EMR,BBG000BHX7N2,shares,Emerson Electric
1522,KIM,BBG000CN3S73,shares,Kimco Realty REIT
1523,MNRO,BBG000C0BZD1,shares,Monro
1524,DAWN,BBG00V1KSN04,shares,Day One Biopharmaceuticals
1525,RIG,BBG000BH5LT6,shares,Transocean
1526,AMED,BBG000B9ZV28,shares,Amedisys Inc
1527,NKTR,BBG000BHCYJ1,shares,Nektar Therapeutics
1528,CEG,BBG014KFRNP7,shares,Constellation Energy
1529,1398,BBG000Q16VR4,shares,ICBC
1530,TENB,BBG00LBLCD02,shares,Tenable Holdings Inc
1531,RGNX,BBG007Z9V591,shares,REGENXBIO Inc
1532,1929,BBG00299NPM1,shares,Chow Tai Fook Jewellery
1533,FITB,BBG000BJL3N0,shares,Fifth Third Bancorp
1534,LPRO,BBG00VDHLSQ6,shares,Open Lending Corp
1535,BIDU,BBG000QXWHD1,shares,Baidu
1536,2331,BBG000PTX047,shares,Li-Ning
1537,CLVT,BBG00P1919G5,shares,Clarivate
1538,CSX,BBG000BGJRC8,shares,CSX Corp
1539,EOG,BBG000BZ9223,shares,EOG Resources
1540,CUBE,BBG000HF28Q9,shares,CubeSmart REIT
1541,SYK,BBG000DN7P92,shares,Stryker
1542,GPRO,BBG001LWHLJ8,shares,GoPro
1543,XRX,BBG00NNG2ZJ8,shares,Xerox
1544,SRI,BBG000BB9Q78,shares,Stoneridge Inc
1545,GMKN,BBG004731489,shares,Норильский никель
1546,LANC,BBG000BN1M88,shares,Lancaster Colony
1547,PPC,BBG000BFLXV3,shares,Pilgrim's Pride Corp
1548,KGC,BBG000BB2DM7,shares,Kinross Gold
1549,ATEN,BBG0060K22C1,shares,A10 Networks Inc
1550,EBAY,BBG000C43RR5,shares,eBay
1551,DAL,BBG000R7Z112,shares,Delta Air Lines
1552,AMSF,BBG000Q0JJQ0,shares,"AMERISAFE, Inc."
1553,DUOL,BBG003D4V951,shares,Duolingo
1554,MU,BBG000C5Z1S3,shares,Micron Technology
1555,SHEL,BBG0147BN6G2,shares,Shell АДР
1556,CMP,BBG000C42WS4,shares,Compass Minerals International
1557,BK,BBG000BD8PN9,shares,Bank of New York Mellon
1558,PEGA,BBG000H1RYG7,shares,Pegasystems Inc
1559,BF.B,BBG000BD2NY8,shares,Brown-Forman
1560,ANET,BBG000N2HDY5,shares,Arista Networks Inc
1561,LGIH,BBG0056655S1,shares,LGI Homes Inc
1562,PTCT,BBG000QT15P7,shares,PTC Therapeutics
1563,BJRI,BBG000H9LNX1,shares,BJ's Restaurants Inc
1564,PCG,BBG000BQWPC5,shares,PG&E
1565,MOEX,BBG004730JJ5,shares,Московская Биржа
1566,AMCR,BBG00LNJRQ09,shares,Amcor
1567,MTTR,BBG00XS0FV56,shares,Matterport
1568,EG,TCS0223R1088,shares,Everest Group
1569,KAI,BBG000BKRSZ3,shares,Kadant Inc.
1570,BE,BBG000N7KBZ3,shares,Bloom Energy
1571,CNQ,BBG000HW5GX3,shares,Canadian Natural Resources
1572,TGT,BBG000H8TVT2,shares,Target
1573,PAAS,BBG000C0RGY3,shares,Pan American Silver Corp
1574,BAC,BBG000BCTLF6,shares,Bank of America Corp
1575,3968,BBG000DVPPK1,shares,China Merchants Bank
1576,TREE,BBG000TVRB50,shares,LendingTree Inc
1577,V,BBG000PSKYX7,shares,Visa
1578,ETR,BBG000C1FQS9,shares,Entergy Corporation
1579,GEN,BBG000BH2JM1,shares,Gen Digital
1580,FDS,BBG000BDJL83,shares,FactSet Research Systems Inc
1581,NAVI,BBG004MN1R41,shares,Navient
1582,GBCI,BBG000C3KB84,shares,Glacier Ban
1583,PBF,BBG002832GV8,shares,PBF Energy Inc
1584,SNPS,BBG000BSFRF3,shares,Synopsys
1585,HRMY,BBG00WBPG4C2,shares,Harmony Biosciences Holdings
1586,COFS,BBG000LLRNX3,shares,"ChoiceOne Financial Services, Inc."
1587,USB,BBG000FFDM15,shares,US Bancorp
1588,JHG,BBG00GSNPM07,shares,Janus Henderson Group
1589,MATX,BBG000BBK401,shares,Matson Inc
1590,GCO,BBG000BK5S78,shares,Genesco Inc
1591,FORR,BBG000HGNYG8,shares,Forrester Research Inc
1592,EXPI,BBG001DCTG63,shares,eXp World Holdings
1593,AXNX,BBG0067QVJ50,shares,Axonics
1594,EXEL,BBG000BQ4WF8,shares,Exelixis Inc
1595,LYV,BBG000FQ7YR4,shares,Live Nation Entertainment Inc
1596,CFR,BBG000C2PL98,shares,Cullen/Frost Bankers
1597,DCPH,BBG00HMJ9H54,shares,Deciphera Pharmaceuticals Inc
1598,AWI,BBG000DW4LB1,shares,Armstrong World Industries Inc
1599,DHR,BBG000BH3JF8,shares,Danaher
1600,RNR,BBG000BFVZ83,shares,RenaissanceRe Holdings
1601,SONY,BBG000BT7ZK6,shares,Sony Corp
1602,MSCI,BBG000RTDY25,shares,MSCI Inc
1603,ROG,BBG000BS9HN3,shares,Rogers Corp
1604,PDCO,BBG000BQY289,shares,Patterson
1605,PCVX,BBG009PHHPL8,shares,Vaxcyte Inc
1606,1378,BBG001DMCGS5,shares,China Hongqiao Group
1607,BRKR,BBG000CL1FG7,shares,Bruker Corp
1608,FNV,BBG000RD3CL8,shares,Franco Nevada Corporation
1609,ARVL,BBG00YFSF9D7,shares,Arrival
1610,RGA,BBG000BDLCQ0,shares,Reinsurance Group of America I
1611,LNC,BBG000BNC3Y9,shares,Lincoln National Corp
1612,FE,BBG000BB6M98,shares,FirstEnergy
1613,1093,BBG000C3N3B5,shares,CSPC Pharmaceutical
1614,UPRO,BBG004S686W0,shares,Юнипро
1615,WERN,BBG000BWPP85,shares,Werner Enterprises Inc
1616,CM,BBG000FKTHQ1,shares,Canadian Imperial Bank of Commerce
1617,WTRG,BBG000BRMJN6,shares,"Essential Utilities, Inc."
1618,MRKS,BBG000VJMH65,shares,МРСК Сибири
1619,VNO,BBG000BWHD54,shares,Vornado REIT
1620,WSM,BBG000FSMWC3,shares,Williams-Sonoma Inc
1621,MGRC,BBG000BP02D2,shares,McGrath RentCorp
1622,NOW,BBG000M1R011,shares,ServiceNow Inc
1623,1880,BBG0195DR728,shares,China Tourism Group Duty Free
1624,RKLB,BBG00Y61SZL5,shares,Rocket Lab
1625,EDIT,BBG005MX5GZ2,shares,Editas Medicine Inc
1626,REZI,BBG00HY28K89,shares,Resideo Technologies Inc
1627,LBRDK,BBG006GNSZW5,shares,Liberty Broadband Corporation
1628,DM,BBG00P17H053,shares,Desktop Metal
1629,MUSA,BBG001Z0Q6T5,shares,Murphy USA Inc
1630,K,BBG000BMKDM3,shares,Kellanova
1631,BBY,BBG000BCWCG1,shares,Best Buy Co.
1632,MTX,BBG000BB61F7,shares,Minerals Technologies Inc.
1633,MPWR,BBG000C30L48,shares,Monolithic Power Systems
1634,CCL,BBG000BF6LY3,shares,Carnival
1635,PBI,BBG000BQTMJ9,shares,Pitney Bowes
1636,GPC,BBG000BKL348,shares,Genuine Parts
1637,ROLO,BBG004Z2RGW8,shares,Русолово
1638,LSCC,BBG000C2D1C1,shares,Lattice Semiconductor Corp
1639,PRAX,BBG00W9LF2G5,shares,Praxis Precision Medicines
1640,TCMD,BBG001B12Z39,shares,Tactile Systems Technology Inc
1641,EXPE,BBG000QY3XZ2,shares,Expedia
1642,ABCB,BBG000CDY3H5,shares,Ameris Bancorp
1643,FOX,BBG00JHNKJY8,shares,Twenty-First Century Fox
1644,TNET,BBG000BR2040,shares,TriNet Group Inc
1645,SCSC,BBG000BHTPZ4,shares,ScanSource Inc
1646,CMCSA,BBG000BFT2L4,shares,Comcast
1647,MSNG,BBG004S687W8,shares,Мосэнерго
1648,SSTK,BBG002ZCK2V9,shares,Shutterstock Inc
1649,CRS,BBG000BGCQT9,shares,Carpenter Technology Corp
1650,AFKS,BBG004S68614,shares,АФК Система
1651,GOLD,BBG000BB07P9,shares,Barrick Gold
1652,PGTI,BBG000FX3Y66,shares,PGT Innovations Inc
1653,2015,BBG0120WC125,shares,Li Auto
1654,LECO,BBG000BB72K8,shares,Lincoln Electric Holdings
1655,836,BBG000C1DC75,shares,China Resources Power
1656,PB,BBG000BHY4D9,shares,Prosperity Bancshares
1657,ENOV,BBG000C5Z443,shares,Enovis
1658,LASR,BBG0020BCPX5,shares,nLight Inc
1659,CCJ,BBG000DSZTN6,shares,Cameco Corporation
1660,ENR,BBG006FCB019,shares,Energizer Holdings Inc
1661,BFAM,BBG003LFWP05,shares,Bright Horizons Family Solutio
1662,TJX,BBG000BV8DN6,shares,TJX
1663,CARS,BBG000HGTH33,shares,Cars.com Inc
1664,TYL,BBG000BVWZF9,shares,Tyler Technologies Inc
1665,FOLD,BBG000PLF6N0,shares,Amicus Therapeutics
1666,TDC,BBG000R0L5J4,shares,Teradata
1667,ASTR,BBG00W7FG4V8,shares,Astra Space
1668,WMS,BBG000G7CDN9,shares,Advanced Drainage Systems
1669,MRTX,BBG004TPGBP5,shares,Mirati Therapeutics Inc
1670,DDOG,BBG003NJHZT9,shares,Datadog Inc
1671,2238,BBG000V4V0W6,shares,Guangzhou Automobile Group
1672,1177,BBG000C6XDL4,shares,Sino Biopharmaceutical
1673,GLOB,BBG00564Y443,shares,Globant SA
1674,PLZL,BBG000R607Y3,shares,Полюс
1675,MAC,BBG000BL9C59,shares,Macerich REIT
1676,KKR,BBG000BCQ6J8,shares,KKR & Co. Inc.
1677,KSS,BBG000CS7CT9,shares,Kohl's Corp
1678,ALC,BBG00NPWH832,shares,Alcon
1679,SCCO,BBG000BSHH72,shares,Southern Copper Corp
1680,APEI,BBG000RVD346,shares,American Public Education Inc
1681,CCOI,BBG000D0SMY8,shares,Cogent Communications
1682,XNCR,BBG0026ZG4W0,shares,Xencor Inc
1683,ZS,BBG003338H34,shares,Zscaler Inc
1684,SSNC,BBG000RJ2J04,shares,SS&C Technologies Holdings Inc
1685,BMBL,BBG00Z6RF483,shares,Bumble Inc.
1686,1288,BBG000T9PJD5,shares,Agricultural Bank of China
1687,OZON,BBG00Y91R9T3,shares,Ozon Holdings PLC
1688,BIG,BBG000J0D904,shares,Big Lots Inc
1689,LKOH,BBG004731032,shares,ЛУКОЙЛ
1690,BCE,BBG000BCXNS3,shares,BCE Inc.
1691,CDNS,BBG000C13CD9,shares,Cadence Design Systems
1692,PVH,BBG000BRRG02,shares,PVH
1693,ACN,BBG000D9D830,shares,Accenture
1694,BOKF,BBG000CFZ003,shares,BOK Financial
1695,SEIC,BBG000BSQLT9,shares,SEI Investments Company
1696,OKTA,BBG001YV1SM4,shares,Okta Inc
1697,UBER,BBG002B04MT8,shares,Uber
1698,CHWY,BBG00P19DKZ6,shares,Chewy Inc
1699,NTNX,BBG001NDW1Z7,shares,Nutanix Inc
1700,AA,BBG00B3T3HD3,shares,Alcoa Corporation
1701,HES,BBG000BBD070,shares,Hess
1702,NWL,BBG000BQC9V2,shares,Newell Brands
1703,CVS,BBG000BGRY34,shares,CVS Health Corporation
1704,THO,BBG000BV6R84,shares,Thor Industries Inc
1705,1088,BBG000BX4MS1,shares,China Shenhua Energy
1706,FTV,BBG00BLVZ228,shares,Fortive
1707,BOOT,BBG0077SYZV6,shares,Boot Barn Holdings Inc
1708,QNST,BBG000S9XXB8,shares,QuinStreet Inc
1709,ALSN,BBG001KY3845,shares,Allison Transmission Holdings
1710,COHU,BBG000DKMJ86,shares,Cohu Inc.
1711,OGKB,BBG000RK52V1,shares,Вторая генерирующая компания оптового рынка электроэнергии
1712,IPG,BBG000C90DH9,shares,IPG
1713,NATI,BBG000DZK6N6,shares,National Instruments
1714,DDD,BBG000D42FJ0,shares,3D Systems Corp
1715,GNRC,BBG000PQ4W72,shares,Generac Holdings Inc
1716,LSPD,BBG00PZ78ZM0,shares,Lightspeed Commerce
1717,GMS,BBG009Q036D0,shares,GMS Inc
1718,NYCB,BBG000BVXPZ8,shares,New York Community Bancorp
1719,TRNO,BBG000PV3J62,shares,Terreno REIT
1720,LOPE,BBG000FV28W9,shares,Grand Canyon Education Inc
1721,GOGL,BBG000BP83H8,shares,Golden Ocean Group
1722,WTTR,BBG00G4Y2DC1,shares,Select Water Solutions
1723,MTRN,BBG000BDTT76,shares,Materion Corp
1724,BBBY,BBG000CSY9H9,shares,Bed Bath & Beyond
1725,RTO,BBG000BVPG41,shares,Rentokil Initial АДР
1726,FNKO,BBG00HXSHDQ9,shares,Funko Inc
1727,IRDM,BBG000VC0FC1,shares,Iridium Communications Inc
1728,RCUS,BBG00DQD26W3,shares,Arcus Biosciences
1729,ARE,BBG000BC33T9,shares,Alexandria Real Estate Equities REIT
1730,LULU,BBG000R8ZVD1,shares,Lululemon Athletica Inc
1731,PI,BBG000GRK2Z7,shares,Impinj Inc
1732,PAYO,BBG00Z5JLLB3,shares,Payoneer Global
1733,OMCL,BBG000BTNGZ4,shares,Omnicell Inc
1734,241,BBG000BDZJK6,shares,Alibaba Health Information Technology
1735,COLM,BBG000BKKQ84,shares,Columbia Sportswear Company
1736,CHX,BBG00JH9TZ56,shares,ChampionX Corporation
1737,WAL,BBG000Q1KFH4,shares,Western Alliance Bancorp
1738,ARMK,BBG001KY4N87,shares,Aramark
1739,FVRR,BBG002YSC5M7,shares,Fiverr International
1740,LSTR,BBG000BB2KN0,shares,Landstar System
1741,9868,BBG011LRHTM7,shares,XPeng
1742,CLF,BBG000BFRF55,shares,Cleveland-Cliffs
1743,3692,BBG00P78Y7N1,shares,Hansoh Pharmaceutical
1744,FTI,BBG00DL8NMV2,shares,TechnipFMC
1745,SP,BBG000BJ91B1,shares,SP Plus Corp
1746,NGVT,BBG009LM28K6,shares,Ingevity Corp
1747,WRBY,BBG005DWN8K8,shares,Warby Parker
1748,UAL,BBG000M65M61,shares,United Airlines Holdings
1749,IBTX,BBG003981NS4,shares,"Independent Bank Group, Inc."
1750,SWTX,BBG00Q011TW9,shares,SpringWorks Therapeutics
1751,USFD,BBG00C6H6D40,shares,US Foods Holding Corp
1752,AEP,BBG000BB9KF2,shares,American Electric Power
1753,TPX,BBG000PXGT62,shares,Tempur Sealy International Inc
1754,PINS,BBG002583CV8,shares,Pinterest Inc
1755,HUBS,BBG000N7MZ06,shares,HubSpot Inc
1756,1368,BBG000PJKKM9,shares,Xtep
1757,AAN,BBG00WCNDCZ6,shares,The Aarons Company
1758,DELL,BBG00DW3SZS1,shares,Dell Technologies Inc
1759,AER,BBG000Q9FZL4,shares,AerCap Holdings
1760,WRK,BBG008NXC572,shares,WestRock
1761,UBSI,BBG000BVXC87,shares,"United Bankshares, Inc."
1762,MO,BBG000BP6LJ8,shares,Altria Group
1763,VEON,BBG000QCW561,shares,VEON
1764,LGND,BBG000BKF014,shares,Ligand Pharmaceuticals Inc
1765,DAN,BBG000TCD088,shares,Dana Inc
1766,GLTR,BBG000VFX6Y4,shares,Globaltrans Investment PLC
1767,MSM,BBG000BCLYL9,shares,MSC Industrial Direct Co Inc
1768,LIN,BBG01FND0CC1,shares,Linde
1769,JD,BBG005YHY0Q7,shares,JD.com
1770,CARR,BBG00RP5HYS8,shares,Carrier Global
1771,CORR,BBG000CN80Y9,shares,CorEnergy Infrastructure REIT
1772,LAD,BBG000K3BC83,shares,LIthia Motors Inc
1773,CHEF,BBG001MFW6D6,shares,Chefs' Warehouse Inc
1774,HAS,BBG000BKVJK4,shares,Hasbro
1775,BEAM,BBG00KXC8646,shares,Beam Therapeutics
1776,ESS,BBG000CGJMB9,shares,Essex Property REIT
1777,DKNG,BBG0134WCM78,shares,DraftKings
1778,NLY,BBG000BJFJ98,shares,Annaly Capital Management REIT
1779,EVRG,BBG00H433CR2,shares,"Evergy, Inc"
1780,BCPC,BBG000BCY878,shares,Balchem Corp
1781,FCN,BBG000K88H58,shares,FTI Consulting Inc
1782,POR,BBG000BCRMW7,shares,Portland General Electric
1783,EME,BBG000BBRPL4,shares,EMCOR Group
1784,KLAC,BBG000BMTFR4,shares,KLA-Tencor
1785,CAR,BBG000FLPRH1,shares,Avis Budget Group
1786,PINC,BBG000G7QX50,shares,Premier Inc
1787,HPE,BBG0078W3NQ3,shares,Hewlett Packard Enterprise
1788,KAZTP,BBG002B9T6Y1,shares,КуйбышевАзот - Акции привилегированные
1789,AOSL,BBG000QLW222,shares,Alpha and Omega Semiconductor
1790,CW,BBG000BGSPS5,shares,Curtiss-Wright
1791,PTC,BBG000C2VBB0,shares,PTC Inc
1792,HASI,BBG0044K5DM4,shares,Hannon Armstrong REIT
1793,HTHT,BBG000QFPM65,shares,H World Group
1794,JOBY,BBG00X2MYTC2,shares,Joby Aviation
1795,OFIX,BBG000G1C210,shares,Orthofix Medical Inc
1796,TMO,BBG000BVDLH9,shares,Thermo Fisher Scientific
1797,DXC,BBG00FN64XT9,shares,DXC Technology
1798,AMZN,BBG000BVPV84,shares,Amazon.com
1799,PAR,BBG000BRP9K8,shares,PAR Technology Corporation
1800,CRM,BBG000BN2DC2,shares,Salesforce
1801,FCX,BBG000BJDB15,shares,Freeport-McMoRan
1802,CVLT,BBG000BG88X9,shares,CommVault Systems Inc
1803,AIRC,BBG00XK3WVD0,shares,Apartment Income REIT
1804,CBSH,BBG000BF3G77,shares,Commerce Bancshares
1805,ALNY,BBG000BFGNJ5,shares,Alnylam Pharmaceuticals Inc
1806,ARCC,BBG000PD6X77,shares,Ares Capital Corp
1807,2628,BBG000FD8023,shares,China Life Insurance
1808,GH,BBG006D97VY9,shares,Guardant Health Inc
1809,VNDA,BBG000HT5MG6,shares,Vanda Pharmaceuticals Inc
1810,CNC,BBG000BDXCJ5,shares,Centene Corporation
1811,IDA,BBG000BLR3Y7,shares,"IDACORP, Inc."
1812,ALV,BBG000BVLRY8,shares,"Autoliv, Inc."
1813,ARQT,BBG00QN8K4M4,shares,Arcutis Biotherapeutics
1814,BMRN,BBG000CZWZ05,shares,BioMarin Pharmaceutical Inc
1815,ALL,BBG000BVMGF2,shares,The Allstate Corporation
1816,LEVI,BBG000BQDF10,shares,Levi Strauss & Co
1817,KNX,BBG000BFC848,shares,Knight-Swift Transportation
1818,ACI,BBG009KG1750,shares,Albertsons Companies
1819,APLS,BBG007KGRPY4,shares,Apellis Pharmaceuticals
1820,SPT,BBG001K1CT23,shares,Sprout Social
1821,CIEN,BBG000BP1152,shares,Ciena Corp
1822,TDY,BBG000BMT9T6,shares,Teledyne Technologies Inc
1823,FFIV,BBG000CXYSZ6,shares,F5
1824,MTCH,BBG00B6WH9G3,shares,Match Group Inc
1825,TXRH,BBG000PSJMV7,shares,Texas Roadhouse Inc
1826,WMB,BBG000BWVCP8,shares,The Williams Companies
1827,MXL,BBG000BB6R33,shares,MaxLinear Inc
1828,NSSC,BBG000BQ6CT5,shares,Napco Security Technologies
1829,VRNT,BBG000BCBYT2,shares,Verint Systems Inc
1830,NMTP,BBG004S68BR5,shares,НМТП
1831,CRSP,BBG00DBBGRX1,shares,CRISPR Therapeutics AG
1832,MRC,BBG000BKLTM1,shares,MRC Global Inc
1833,ADAP,TCS0653A1079,shares,Adaptimmune Therapeutics АДР
1834,MMS,BBG000BC5WJ4,shares,MAXIMUS Inc
1835,CCI,BBG000FV1Z23,shares,Crown Castle REIT
1836,ADI,BBG000BB6G37,shares,Analog Devices
1837,VTRS,BBG00Y4RQNH4,shares,Viatris Inc
1838,RITM,BBG003T1GM03,shares,Rithm Capital REIT
1839,IR,BBG002R1CW27,shares,Ingersoll-Rand
1840,TGKA,BBG000QFH687,shares,ТГК-1
1841,VIR,BBG00H2QQ8T5,shares,Vir Biotechnology
1842,CMA,BBG000C75N77,shares,Comerica Incorporated
1843,FOXF,BBG004T7VS53,shares,Fox Factory Holding Corp
1844,EXPD,BBG000BJ5GK2,shares,Expeditors
1845,FRC,BBG0019LSQ49,shares,First Republic Bank
1846,FRHC,BBG000N625H8,shares,Freedom Holding Corp/NV
1847,ANGI,BBG00HVKH3Q0,shares,Angi Inc
1848,H,BBG000CVRFS4,shares,Hyatt Hotels Corp
1849,IQV,BBG00333FYS2,shares,IQVIA Holdings Inc
1850,VTR,BBG000FRVHB9,shares,Ventas REIT
1851,BLNK,BBG000F9XKN7,shares,Blink Charging Co
1852,BABA,BBG006G2JVL2,shares,Alibaba
1853,GTLS,BBG000P1K2X6,shares,Chart Industries Inc
1854,SNGS,BBG0047315D0,shares,Сургутнефтегаз
1855,CBOM,BBG009GSYN76,shares,МКБ
